exchange,symbol,isin,series,open,high,low,close,prev_close,volume,value,trades
NSE,20MICRONS,INE144J01027,EQ,203.96,208.97,203.23,205.71,203.23,56895,11751998.69,2138
NSE,21STCENMGM,INE253B01015,EQ,39.10,39.10,37.70,38.62,38.37,4772,182327.89,42
NSE,360ONE,INE466L01038,EQ,1041.00,1065.00,1037.10,1061.30,1045.60,442034,466835257.00,37154
NSE,3BBLACKBIO,INE994E01018,EQ,1299.70,1317.10,1283.20,1290.80,1292.60,5794,7500630.30,771
NSE,3IINFOLTD,INE748C01038,BE,25.22,26.00,25.05,25.76,25.02,428053,10973782.92,1191
NSE,3MINDIA,INE470A01017,EQ,32040.00,32640.00,31710.00,32530.00,31935.00,2039,65713365.00,1205
NSE,3PLAND,INE105C01023,EQ,31.50,31.98,30.30,31.40,31.28,1763,54633.77,101
NSE,5PAISA,INE618L01018,EQ,317.65,323.75,313.00,315.40,316.85,21052,6676643.70,1357
NSE,63MOONS,INE111B01023,EQ,840.05,887.60,839.35,872.65,848.15,268694,234580803.50,14489
NSE,A2ZINFRA,INE619I01012,EQ,14.65,15.30,14.65,15.01,14.70,128009,1906478.85,355
NSE,AAATECH,INE0D0U01013,EQ,93.00,93.00,83.80,84.57,92.54,203794,17405282.16,2313
NSE,AADHARHFC,INE883F01010,EQ,455.20,470.50,455.20,469.35,458.70,221612,103385590.20,9841
NSE,AAKASH,INE087Z01024,EQ,8.71,9.09,8.71,8.92,8.82,45636,403338.19,217
NSE,AAREYDRUGS,INE198H01019,EQ,102.49,102.96,100.00,101.72,99.94,178022,18050814.69,1550
NSE,AARNAV,INE750R01016,BE,30.99,31.50,29.74,31.40,31.24,22806,707411.90,53
NSE,AARON,INE721Z01010,EQ,125.34,126.98,121.80,124.42,124.71,3825,475441.47,220
NSE,AARTECH,INE01C001026,BE,48.60,51.99,48.60,51.40,50.24,17662,899386.88,87
NSE,AARTIDRUGS,INE767A01016,EQ,419.20,437.70,419.20,428.35,424.30,120340,51854809.25,5899
NSE,AARTIIND,INE769A01020,EQ,469.90,482.95,469.50,476.60,472.85,315130,150762696.80,16139
NSE,AARTIPHARM,INE0LRU01027,EQ,811.00,836.00,801.95,826.95,813.00,244047,200615155.70,21834
NSE,AARTISURF,INE09EO01013,BE,501.00,525.45,489.00,525.45,500.45,19003,9657719.70,435
NSE,AARVI,INE754X01016,EQ,141.49,142.90,138.00,140.82,140.07,6902,963245.08,168
NSE,AASTHA,INE2FMX01012,EQ,75.85,77.80,74.50,76.78,74.33,223352,17008103.93,2226
NSE,AAVAS,INE216P01012,EQ,1272.50,1302.20,1272.50,1291.80,1282.50,36253,46788301.80,6103
NSE,ABAN,INE421A01028,BE,14.35,14.50,14.31,14.32,14.60,15029,215127.29,72
NSE,ABANSENT,INE365O01028,EQ,26.03,27.00,25.65,26.61,27.00,14334,376884.67,191
NSE,ABB,INE117A01022,EQ,6980.00,7168.00,6975.50,7130.50,6980.00,207124,1468201580.50,24766
NSE,ABBOTINDIA,INE358A01014,EQ,26125.00,26280.00,25830.00,25910.00,26125.00,5141,133773215.00,3181
NSE,ABCAPITAL,INE674K01013,EQ,382.00,391.55,381.45,390.00,381.30,2783223,1080476121.65,48631
NSE,ABCOTS,INE08PH01015,EQ,207.80,215.00,207.01,210.83,204.63,17379,3676087.25,342
NSE,ABDL,INE552Z01027,EQ,652.35,657.40,636.95,653.10,647.55,560511,363880814.95,23772
NSE,ABFRL,INE647O01011,EQ,49.54,50.63,49.41,50.45,49.74,2416858,121400751.34,13328
NSE,ABINFRA,INE00YB01025,BE,11.05,11.39,10.82,11.02,11.38,226974,2502984.76,333
NSE,ABLBL,INE14LE01019,EQ,82.20,84.18,81.88,82.41,82.40,1289753,107106204.75,9594
NSE,ABMINTLLTD,INE251C01025,BE,51.00,51.00,51.00,51.00,51.00,15,765.00,5
NSE,ABMKNO,INE850B01026,EQ,175.01,178.00,174.00,174.37,171.04,452,79528.97,40
NSE,ABREL,INE055A01016,EQ,1233.40,1264.60,1231.90,1257.40,1233.40,85481,107121104.80,8602
NSE,ABSLAMC,INE404A01024,EQ,1055.60,1101.20,1042.60,1090.10,1058.40,206442,222892953.70,22654
NSE,ACC,INE012A01025,EQ,1226.80,1240.40,1225.00,1232.50,1226.60,67608,83320859.10,8163
NSE,ACCELYA,INE793A01012,EQ,1125.50,1125.70,1115.10,1122.00,1116.10,4835,5426494.80,405
NSE,ACCURACY,INE648Z01023,BE,4.38,4.71,4.38,4.65,4.49,81875,378482.31,198
NSE,ACE,INE731H01025,EQ,1149.70,1213.20,1141.00,1205.60,1149.70,685925,813908742.90,45512
NSE,ACEINTEG,INE543V01017,EQ,18.00,18.09,17.42,18.00,17.61,1662,29766.77,57
NSE,ACGL,INE451C01013,EQ,1795.00,1795.00,1726.00,1774.00,1769.40,343,607128.30,79
NSE,ACI,INE128X01021,EQ,461.95,469.20,456.35,462.40,461.45,272058,126238058.90,16003
NSE,ACL,INE666E01020,EQ,43.40,43.40,40.70,41.98,42.70,19853,826217.67,259
NSE,ACMESOLAR,INE622W01025,EQ,413.05,420.35,403.40,411.30,418.00,1167673,478037199.20,34551
NSE,ACSTECH,INE366C01021,BE,60.48,63.00,60.00,63.00,60.00,146350,9089869.45,479
NSE,ACUTAAS,INE00FF01025,EQ,3343.00,3366.00,3282.00,3315.10,3344.70,182520,606472225.00,26822
NSE,ADANIENSOL,INE931S01010,EQ,1346.00,1386.80,1336.50,1386.80,1349.20,1185354,1610224323.00,36841
NSE,ADANIENT,INE423A01024,EQ,2930.10,2945.00,2907.00,2923.20,2920.00,588066,1722411174.80,28736
NSE,ADANIGREEN,INE364U01010,EQ,1268.50,1291.00,1261.50,1274.20,1270.20,717317,910858389.30,21922
NSE,ADANIPORTS,INE742F01042,EQ,1731.00,1738.80,1725.10,1738.30,1723.80,791353,1372089728.70,46496
NSE,ADANIPOWER,INE814H01029,EQ,202.34,205.92,202.30,205.92,202.34,8794789,1799222532.14,45509
NSE,ADDIND,INE757C01021,EQ,79.00,84.00,73.05,78.45,79.00,31,2467.90,12
